Log
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2024-08-16 09:58:05,Usuario,1,1,Microsoft Print to PDF,"teste.pdf",DESKTOP-K9QUCDT,10mm,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,164kb,
