Relatório feito na data: 25-07-2024
Data,Horario,Usuario,Paginas,Copias,Impressora,Arquivo,Tipo,Tamanho,Tipo de Impressao,Estacao,Duplex,Escala de Cinza
5 junho 2023,09:39:38,jovem,7,1,Microsoft Print to PDF,Pagina de teste (210mm x 297mm), 226kb, XPS,DESKTOP-K9QUCDT,True,False
5 junho 2023,09:39:54,jovem,1,1,Microsoft Print to PDF,Pagina de teste (210mm x 297mm), 226kb, XPS,DESKTOP-K9QUCDT,False,False
5 junho 2023,09:42:41,jovem,1,1,Microsoft Print to PDF,Pagina de teste (210mm x 297mm), 226kb, XPS,DESKTOP-K9QUCDT,False,True
